FROM,TO,Travel Time Savings
Beaverton,Beaverton,46602.57940156046
Beaverton,Clackamas,288354.4871095749
Beaverton,ClarkCounty,55753.62659434422
Beaverton,ColumbiaCounty,1566.0312467928063
Beaverton,Damascus,43806.13363767738
Beaverton,External,0.0
Beaverton,FairviewtoWoodVillagetoTroutdale,63991.6607550846
Beaverton,ForestGrove,-126.66926260777343
Beaverton,Gateway,190963.21098322587
Beaverton,Gresham,33514.424346058055
Beaverton,HappyValley,58770.67888720278
Beaverton,Hillsboro,-1657.50965847707
Beaverton,Lents,94265.79035882092
Beaverton,MilwaukietoLakeOswego,72829.57142543183
Beaverton,PortlandCentralCity,605255.3811707563
Beaverton,Rivergate,98310.07059449445
Beaverton,SherwoodtoNewberg,-12153.395203364973
Beaverton,Tigard,-119181.73854053149
Beaverton,Tualatin,-98327.64234917275
Beaverton,Vancouver,61440.293544399305
Beaverton,WestLinntoOregonCity,397998.5280613189
Beaverton,WillametteValley,33323.358384392006
Beaverton,Wilsonville,-44357.30507776757
Clackamas,Beaverton,141343.71933463635
Clackamas,Clackamas,-51528.871478016634
Clackamas,ClarkCounty,-17789.577206026886
Clackamas,ColumbiaCounty,308.09545922516514
Clackamas,Damascus,-6666.160697573619
Clackamas,External,0.0
Clackamas,FairviewtoWoodVillagetoTroutdale,-15732.85914718785
Clackamas,ForestGrove,7094.065166731199
Clackamas,Gateway,-52179.99592146073
Clackamas,Gresham,-9450.002076209314
Clackamas,HappyValley,-15203.15014141072
Clackamas,Hillsboro,52365.410577783885
Clackamas,Lents,-23411.093151870067
Clackamas,MilwaukietoLakeOswego,124165.41408906528
Clackamas,PortlandCentralCity,121286.74409430956
Clackamas,Rivergate,-3215.9301681893858
Clackamas,SherwoodtoNewberg,30277.831069383945
Clackamas,Tigard,219403.45551666268
Clackamas,Tualatin,150188.54337344662
Clackamas,Vancouver,-10596.987299059669
Clackamas,WestLinntoOregonCity,-98238.55956203447
Clackamas,WillametteValley,-12287.132360570979
Clackamas,Wilsonville,89073.16634800233
ClarkCounty,Beaverton,103536.05306035763
ClarkCounty,Clackamas,-67141.19928778119
ClarkCounty,ClarkCounty,-1427.235759686581
ClarkCounty,ColumbiaCounty,2116.1655671910685
ClarkCounty,Damascus,-4963.464172247594
ClarkCounty,External,0.0
ClarkCounty,FairviewtoWoodVillagetoTroutdale,-35962.12215336153
ClarkCounty,ForestGrove,10130.54548935653
ClarkCounty,Gateway,-79465.832905861
ClarkCounty,Gresham,-12300.347481251309
ClarkCounty,HappyValley,-12331.675066545142
ClarkCounty,Hillsboro,90410.50024281976
ClarkCounty,Lents,-27702.68205807414
ClarkCounty,MilwaukietoLakeOswego,26671.981925883712
ClarkCounty,PortlandCentralCity,263472.44826793944
ClarkCounty,Rivergate,78760.53658951444
ClarkCounty,SherwoodtoNewberg,18722.164600720916
ClarkCounty,Tigard,82575.74823848043
ClarkCounty,Tualatin,81439.74696458346
ClarkCounty,Vancouver,6565.95943560993
ClarkCounty,WestLinntoOregonCity,-58462.093540217145
ClarkCounty,WillametteValley,-15304.901313109724
ClarkCounty,Wilsonville,65222.126381818205
ColumbiaCounty,Beaverton,4025.110982197608
ColumbiaCounty,Clackamas,408.2239681419193
ColumbiaCounty,ClarkCounty,1798.8972629102514
ColumbiaCounty,ColumbiaCounty,79.37531750705622
ColumbiaCounty,Damascus,315.2372238711935
ColumbiaCounty,External,0.0
ColumbiaCounty,FairviewtoWoodVillagetoTroutdale,1358.9206950393695
ColumbiaCounty,ForestGrove,456.4885060348182
ColumbiaCounty,Gateway,4010.990495033941
ColumbiaCounty,Gresham,646.8849033024286
ColumbiaCounty,HappyValley,104.90063674906227
ColumbiaCounty,Hillsboro,5516.339915478206
ColumbiaCounty,Lents,1073.526907887048
ColumbiaCounty,MilwaukietoLakeOswego,1436.5526905510587
ColumbiaCounty,PortlandCentralCity,9979.71240789572
ColumbiaCounty,Rivergate,5159.240189787495
ColumbiaCounty,SherwoodtoNewberg,-10.594812844319007
ColumbiaCounty,Tigard,262.78513435306047
ColumbiaCounty,Tualatin,-672.9351745132569
ColumbiaCounty,Vancouver,2079.4863491939373
ColumbiaCounty,WestLinntoOregonCity,3310.0754652767546
ColumbiaCounty,WillametteValley,198.95576054892396
ColumbiaCounty,Wilsonville,-629.0334999767798
Damascus,Beaverton,119145.10675513893
Damascus,Clackamas,-30066.475672933582
Damascus,ClarkCounty,-4198.089917469992
Damascus,ColumbiaCounty,437.16046331470176
Damascus,Damascus,-4503.1842920124745
Damascus,External,0.0
Damascus,FairviewtoWoodVillagetoTroutdale,-6991.257854107429
Damascus,ForestGrove,8359.41950053037
Damascus,Gateway,-3214.558965885356
Damascus,Gresham,-6862.4347429348145
Damascus,HappyValley,-15767.12152784354
Damascus,Hillsboro,55700.54156490962
Damascus,Lents,-33.736067487530754
Damascus,MilwaukietoLakeOswego,75283.11182207
Damascus,PortlandCentralCity,83620.20272003255
Damascus,Rivergate,2657.5014135990937
Damascus,SherwoodtoNewberg,28854.60126828204
Damascus,Tigard,163477.80074203335
Damascus,Tualatin,125042.91707943936
Damascus,Vancouver,-2362.3177248496827
Damascus,WestLinntoOregonCity,-7670.074149889617
Damascus,WillametteValley,-1981.6970982955704
Damascus,Wilsonville,93094.68380031269
External,Beaverton,0.0
External,Clackamas,0.0
External,ClarkCounty,0.0
External,ColumbiaCounty,0.0
External,Damascus,0.0
External,External,0.0
External,FairviewtoWoodVillagetoTroutdale,0.0
External,ForestGrove,0.0
External,Gateway,0.0
External,Gresham,0.0
External,HappyValley,0.0
External,Hillsboro,0.0
External,Lents,0.0
External,MilwaukietoLakeOswego,0.0
External,PortlandCentralCity,0.0
External,Rivergate,0.0
External,SherwoodtoNewberg,0.0
External,Tigard,0.0
External,Tualatin,0.0
External,Vancouver,0.0
External,WestLinntoOregonCity,0.0
External,WillametteValley,0.0
External,Wilsonville,0.0
FairviewtoWoodVillagetoTroutdale,Beaverton,56045.71054073658
FairviewtoWoodVillagetoTroutdale,Clackamas,-41201.451615259735
FairviewtoWoodVillagetoTroutdale,ClarkCounty,-5645.798618278636
FairviewtoWoodVillagetoTroutdale,ColumbiaCounty,473.2255666823828
FairviewtoWoodVillagetoTroutdale,Damascus,623.843795708363
FairviewtoWoodVillagetoTroutdale,External,0.0
FairviewtoWoodVillagetoTroutdale,FairviewtoWoodVillagetoTroutdale,-2252.1818108731322
FairviewtoWoodVillagetoTroutdale,ForestGrove,4478.0030789926595
FairviewtoWoodVillagetoTroutdale,Gateway,5992.666300235135
FairviewtoWoodVillagetoTroutdale,Gresham,3648.0081440881677
FairviewtoWoodVillagetoTroutdale,HappyValley,-7742.761349544136
FairviewtoWoodVillagetoTroutdale,Hillsboro,37240.039414077786
FairviewtoWoodVillagetoTroutdale,Lents,-3075.492569752387
FairviewtoWoodVillagetoTroutdale,MilwaukietoLakeOswego,18945.38095689295
FairviewtoWoodVillagetoTroutdale,PortlandCentralCity,114095.92500335164
FairviewtoWoodVillagetoTroutdale,Rivergate,7695.457039540342
FairviewtoWoodVillagetoTroutdale,SherwoodtoNewberg,12602.45319077052
FairviewtoWoodVillagetoTroutdale,Tigard,50696.21534678495
FairviewtoWoodVillagetoTroutdale,Tualatin,49754.99294383982
FairviewtoWoodVillagetoTroutdale,Vancouver,-2972.054686587585
FairviewtoWoodVillagetoTroutdale,WestLinntoOregonCity,-30545.22018305868
FairviewtoWoodVillagetoTroutdale,WillametteValley,-5272.013340495867
FairviewtoWoodVillagetoTroutdale,Wilsonville,39398.48494990386
ForestGrove,Beaverton,-2976.3478965885643
ForestGrove,Clackamas,29973.302172047763
ForestGrove,ClarkCounty,8890.43954450589
ForestGrove,ColumbiaCounty,307.9820960484133
ForestGrove,Damascus,6715.537037766925
ForestGrove,External,0.0
ForestGrove,FairviewtoWoodVillagetoTroutdale,11665.063935903298
ForestGrove,ForestGrove,257.1836509447284
ForestGrove,Gateway,25038.13190617651
ForestGrove,Gresham,5234.618222759776
