FROM,TO,BIKE,HOV2,HOV3PLUS,OTHER,SCHBUS,SOV,TNC,TOTAL,WALK,WALKTRANSIT
South Sacramento,Folsom,0.0,0.0,0.0,0.0,0.0,143.18835,0.0,143.18835,0.0,0.0
South Sacramento,Franklin,0.0,0.0,0.0,0.0,0.0,67.9805,0.0,67.9805,0.0,0.0
South Sacramento,Galt,0.0,2208.57912,0.0,0.0,0.0,1245.302291,0.0,3453.881411,0.0,0.0
South Sacramento,Laguna,0.0,6019.859518,1718.093011,0.0,0.0,5883.439196,0.0,14864.210887,99.539712,1143.27945
South Sacramento,Land Park-Pocket-Meadowview,133.119175,10391.470131,1570.235839,11.044429,0.0,8617.250246,600.724,22154.071994,626.45025,203.777924
South Sacramento,North Natomas,0.0,0.0,0.0,0.0,0.0,549.248083,0.0,549.248083,0.0,0.0
South Sacramento,North Sacramento,0.0,954.754709,557.690556,0.0,0.0,1876.57791,0.0,3712.633675,0.0,323.6105
South Sacramento,Orangevale,0.0,10.5062,0.0,0.0,0.0,677.227,0.0,687.7332,0.0,0.0
South Sacramento,Placer,0.0,265.785175,0.0,0.0,0.0,806.947981,0.0,1072.733156,0.0,0.0
South Sacramento,Rancho Cordova East,0.0,157.6296,0.0,0.0,0.0,868.76471,0.0,1026.39431,0.0,0.0
South Sacramento,Rancho Cordova West,0.0,0.0,491.528429,0.0,0.0,267.030115,0.0,841.040344,82.4818,0.0
South Sacramento,Rancho Murieta,0.0,0.0,0.0,0.0,0.0,41.86435,0.0,41.86435,0.0,0.0
South Sacramento,Rosemont,0.0,1619.22,41.299108,0.0,0.0,47.159975,0.0,1707.679083,0.0,0.0
South Sacramento,South Natomas,0.0,268.159848,0.0,0.0,0.0,1706.341174,0.0,1974.501022,0.0,0.0
South Sacramento,South Sacramento,3593.182745,50758.970437,90147.601173,479.1152,0.0,68560.078763,193.49525,238130.572746,23672.763778,725.3654
South Sacramento,Southeast County,0.0,0.0,0.0,0.0,0.0,27.539679,0.0,27.539679,0.0,0.0
South Sacramento,Sutter,0.0,0.0,0.0,0.0,0.0,41.65105,0.0,41.65105,0.0,0.0
South Sacramento,Vineyard,0.0,441.14867,1766.54984,0.0,0.0,6344.216503,0.0,8551.915013,0.0,0.0
South Sacramento,Yolo,0.0,1634.140024,475.686485,0.0,0.0,1502.863382,0.0,3664.425799,46.571158,5.16475
Southeast County,Delta,0.0,0.0,0.0,0.0,0.0,6.885611,0.0,6.885611,0.0,0.0
Southeast County,East Sacramento,0.0,0.0,0.0,0.0,0.0,6.885611,0.0,6.885611,0.0,0.0
Southeast County,Elk Grove,0.0,27.539679,0.0,0.0,0.0,0.0,0.0,27.539679,0.0,0.0
Southeast County,External,0.0,0.0,0.0,0.0,0.0,27.539679,0.0,27.539679,0.0,0.0
Southeast County,Franklin,0.0,41.449,0.0,0.0,0.0,0.0,0.0,41.449,0.0,0.0
Southeast County,Galt,0.0,75.043162,0.0,0.0,0.0,2884.609462,0.0,2959.652624,0.0,0.0
Southeast County,Southeast County,0.0,0.0,0.0,0.0,0.0,4174.663162,0.0,4174.663162,0.0,0.0
Sutter,Arden Arcade,0.0,0.0,793.467,0.0,0.0,793.467,0.0,1586.934,0.0,0.0
Sutter,Downtown,0.0,35.81195,0.0,0.0,0.0,53.5513,0.0,89.36325,0.0,0.0
Sutter,East Sacramento,0.0,0.0,0.0,0.0,0.0,1384.5525,0.0,1384.5525,0.0,0.0
Sutter,Folsom,0.0,0.0,10.848875,0.0,0.0,27.573642,0.0,38.422517,0.0,0.0
Sutter,Laguna,0.0,0.0,0.0,0.0,0.0,40.5,0.0,40.5,0.0,0.0
Sutter,Land Park-Pocket-Meadowview,0.0,82.9984,0.0,0.0,0.0,0.0,0.0,82.9984,0.0,0.0
Sutter,North Natomas,0.0,1363.34,0.0,0.0,0.0,277.546044,0.0,1640.886044,0.0,0.0
Sutter,North Sacramento,0.0,27.76459,0.0,0.0,0.0,1363.34,0.0,1391.10459,0.0,0.0
Sutter,Placer,0.0,153.20898,1490.29,0.0,0.0,1523.1761,0.0,3166.67508,0.0,0.0
Sutter,Rosemont,0.0,0.0,0.0,0.0,0.0,10.848875,0.0,10.848875,0.0,0.0
Sutter,South Sacramento,0.0,0.0,0.0,0.0,0.0,52.695479,0.0,52.695479,0.0,0.0
Sutter,Sutter,0.0,42651.656681,47364.720634,1748.039,0.0,85366.044984,0.0,185246.062732,5681.711513,2433.88992
Sutter,Yolo,0.0,0.0,49.48155,0.0,0.0,11.06095,0.0,60.5425,0.0,0.0
Sutter,Yuba,0.0,2136.324323,3425.652046,35.011,0.0,7065.301336,0.0,13931.125955,472.36625,796.471
Vineyard,Arden Arcade,0.0,172.643,0.0,0.0,0.0,27.725327,0.0,200.368327,0.0,0.0
Vineyard,Citrus Heights,0.0,0.0,0.0,0.0,0.0,20.836125,0.0,20.836125,0.0,0.0
Vineyard,Cosumnes,0.0,0.0,0.0,0.0,0.0,27.722261,0.0,27.722261,0.0,0.0
Vineyard,Downtown,0.0,252.04379,0.0,0.0,0.0,292.0146,0.0,544.05839,0.0,0.0
Vineyard,East Sacramento,0.0,345.286,102.382935,0.0,0.0,245.301675,0.0,777.96361,84.993,0.0
Vineyard,Elk Grove,0.0,1352.720374,4661.029812,0.0,0.0,2855.278479,0.0,8869.028665,0.0,0.0
Vineyard,Folsom,0.0,0.0,0.0,0.0,0.0,5.164725,0.0,5.164725,0.0,0.0
Vineyard,Laguna,0.0,0.0,243.156,0.0,0.0,87.161,0.0,330.317,0.0,0.0
Vineyard,Land Park-Pocket-Meadowview,0.0,0.0,0.0,0.0,0.0,57.15705,0.0,57.15705,0.0,0.0
Vineyard,North Natomas,0.0,0.0,79.0121,0.0,0.0,333.761,0.0,412.7731,0.0,0.0
Vineyard,Orangevale,0.0,0.0,0.0,0.0,0.0,82.4818,0.0,82.4818,0.0,0.0
Vineyard,Placer,0.0,99.3278,0.0,0.0,0.0,175.928724,0.0,275.256524,0.0,0.0
Vineyard,Rancho Cordova East,0.0,108.439607,0.0,0.0,0.0,21.08665,0.0,129.526257,0.0,0.0
Vineyard,Rancho Cordova West,0.0,54.544,0.0,0.0,0.0,375.052856,0.0,429.596856,0.0,0.0
Vineyard,Rancho Murieta,0.0,0.0,0.0,0.0,0.0,41.86435,0.0,41.86435,0.0,0.0
Vineyard,Rosemont,0.0,5.164725,0.0,0.0,0.0,129.037862,0.0,134.202587,0.0,0.0
Vineyard,South Sacramento,0.0,2506.314411,357.05798,0.0,0.0,4950.692828,0.0,7814.065219,0.0,0.0
Vineyard,Vineyard,0.0,2826.76925,1820.054064,0.0,0.0,3007.537425,0.0,10988.862829,3334.50209,0.0
Vineyard,Yolo,0.0,421.161,149.953002,0.0,0.0,0.0,0.0,571.114002,0.0,0.0
Yolo,Antelope-North Highlands,0.0,1746.835862,0.0,0.0,0.0,1137.857074,0.0,2884.692936,0.0,0.0
Yolo,Arden Arcade,26.9973,865.476193,303.953111,5.225925,0.0,2166.661501,0.0,3401.410858,33.096828,0.0
Yolo,Carmichael,0.0,68.837024,0.0,0.0,0.0,126.535375,0.0,237.044299,41.6719,0.0
Yolo,Citrus Heights,0.0,0.0,290.473916,0.0,0.0,2288.089505,0.0,2578.563421,0.0,0.0
Yolo,Delta,0.0,54.3679,0.0,0.0,0.0,23.94985,0.0,177.81395,99.4962,0.0
Yolo,Downtown,68.84545,3418.783171,1876.294018,0.0,0.0,7338.958436,32.610099,16877.321329,2471.746409,1670.083746
Yolo,East Sacramento,458.128,751.633828,885.026044,0.0,0.0,2694.347305,0.0,5257.531825,407.626023,60.770625
Yolo,El Dorado,0.0,59.76479,0.0,0.0,0.0,54.063,0.0,134.45019,20.6224,0.0
Yolo,Elk Grove,0.0,0.0,0.0,0.0,0.0,1121.357278,0.0,1121.357278,0.0,0.0
Yolo,External,0.0,12.9184,403.789,0.0,0.0,0.0,0.0,416.7074,0.0,0.0
Yolo,Fair Oaks,0.0,0.0,92.7256,0.0,0.0,19.2212,0.0,111.9468,0.0,0.0
Yolo,Folsom,0.0,0.0,393.497,0.0,21.184875,383.05971,0.0,797.741585,0.0,0.0
Yolo,Galt,0.0,0.0,0.0,0.0,0.0,225.129486,0.0,225.129486,0.0,0.0
Yolo,Laguna,0.0,218.724645,37.7227,41.2413,0.0,1106.717704,0.0,1445.647649,41.2413,0.0
Yolo,Land Park-Pocket-Meadowview,16.53915,507.755332,2357.8118,146.155,0.0,5810.121846,159.214,9059.922128,62.325,0.0
Yolo,NW Vision Area,0.0,74.882771,65.37769,0.0,0.0,318.384498,0.0,458.644959,0.0,0.0
Yolo,North Natomas,0.0,1605.098368,2531.468753,0.0,0.0,2359.69732,291.150882,6957.152651,169.737328,0.0
Yolo,North Sacramento,0.0,643.312772,4135.05955,78.4554,0.0,1847.626616,0.0,6711.344449,6.890111,0.0
Yolo,Orangevale,0.0,0.0,0.0,0.0,0.0,365.662,0.0,365.662,0.0,0.0
Yolo,Placer,87.2647,358.0927,387.15585,0.0,0.0,857.226479,0.0,1997.446955,307.707226,0.0
Yolo,Rancho Cordova East,0.0,0.0,0.0,0.0,0.0,855.456778,0.0,855.456778,0.0,0.0
Yolo,Rancho Cordova West,0.0,131.924761,38.946671,0.0,0.0,583.682939,0.0,754.554371,0.0,0.0
Yolo,Rio Linda - Elverta,0.0,35.02835,333.2055,0.0,0.0,270.2825,0.0,721.73955,83.2232,0.0
Yolo,Rosemont,0.0,145.2389,149.953002,0.0,0.0,1470.274456,0.0,1887.681358,0.0,122.215
Yolo,South Natomas,0.0,2684.7849,661.068603,30.0605,0.0,2174.95338,0.0,5695.675158,144.807775,0.0
Yolo,South Sacramento,0.0,0.0,0.0,0.0,0.0,2381.049158,0.0,2403.138016,22.088858,0.0
Yolo,Sutter,0.0,0.0,11.06095,0.0,0.0,11.06095,0.0,22.1219,0.0,0.0
Yolo,Vineyard,0.0,421.161,0.0,0.0,0.0,85.596684,0.0,506.757684,0.0,0.0
Yolo,Yolo,71785.351653,139849.425819,69668.502697,3643.162801,2807.07,219144.8987,1310.178969,610277.736612,84612.247242,17456.898731
Yolo,Yuba,0.0,0.0,0.0,0.0,0.0,69.765022,0.0,69.765022,0.0,0.0
Yuba,Citrus Heights,0.0,0.0,0.0,85.7555,0.0,0.0,0.0,85.7555,0.0,0.0
Yuba,Downtown,0.0,0.0,0.0,0.0,0.0,792.605,0.0,806.96535,14.36035,0.0
Yuba,East Sacramento,0.0,0.0,0.0,0.0,0.0,34.6472,0.0,34.6472,0.0,0.0
Yuba,NW Vision Area,0.0,0.0,0.0,0.0,0.0,39.4983,0.0,39.4983,0.0,0.0
Yuba,North Natomas,0.0,85.2621,0.0,0.0,0.0,77.032962,0.0,162.295062,0.0,0.0
Yuba,North Sacramento,0.0,0.0,6.421675,0.0,0.0,222.365387,0.0,228.787062,0.0,0.0
Yuba,Orangevale,0.0,0.0,0.0,0.0,0.0,792.605,0.0,792.605,0.0,0.0
Yuba,Placer,0.0,333.3195,853.959443,0.0,0.0,1956.554016,0.0,3143.832959,0.0,0.0
Yuba,Sutter,0.0,3712.477719,1555.785923,120.7665,0.0,8217.482309,0.0,14988.868348,585.884897,796.471
Yuba,Yolo,0.0,0.0,0.0,0.0,0.0,69.765022,0.0,69.765022,0.0,0.0
Yuba,Yuba,0.0,32851.313009,17836.906489,0.0,0.0,31881.127011,0.0,99257.165194,13464.967685,3222.851
